"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"SCOTT CS","SASKATCHEWAN","52.36","-108.83","659.60","4047241","71489","WTS","1998","2007","","","1998","2007","1998","2007"
"SCUDDER POINT","BRITISH COLUMBIA","52.45","-131.23","5.00","1057133","","WZD","1992","2009","1994","1997","1992","2009","1992","1996"
"SEA COW POND","PRINCE EDWARD ISLAND","47.03","-64.00","7.60","8300570","","","1974","1974","","","1974","1974","1974","1974"
"SEAFOAM","NOVA SCOTIA","45.78","-62.97","16.80","8205079","","","1984","1989","","","1984","1989","1984","1989"
"SEAFORTH LO","ALBERTA","57.23","-113.35","823.00","3075790","","","1961","1969","","","1961","1969","1961","1969"
"SEAGRAVE","ONTARIO","44.18","-78.93","256.00","6157672","","","1981","1987","","","1981","1987","1981","1987"
"SEAL COVE","NEWFOUNDLAND","47.45","-53.07","22.70","8403650","","","1961","1988","","","1961","1988","1961","1988"
"SEAL COVE","NEW BRUNSWICK","44.65","-66.83","20.00","810M937","","","1987","2004","","","1987","2004","1987","2004"
"SEAL COVE CB","NEWFOUNDLAND","47.45","-53.07","33.00","8403FN0","","","1989","1991","","","1989","1991","1989","1991"
"SEARCHMONT","ONTARIO","46.75","-84.08","221.00","6057678","","","1915","1975","","","1915","1975","1915","1975"
"SEARSVILLE","NEW BRUNSWICK","45.72","-65.70","61.00","8104938","","","1965","1986","","","1965","1986","1966","1986"
"SEBA LANGLEY","ALBERTA","53.47","-114.87","823.00","3065792","","","1977","1978","","","1977","1978","1977","1978"
"SECHELT","BRITISH COLUMBIA","49.47","-123.77","22.90","1047170","","","1927","1968","","","1927","1968","1927","1968"
"SECHELT 5WEST","BRITISH COLUMBIA","49.47","-123.81","61.00","1047179","","","1989","2005","","","1989","2005","1989","2005"
"SECHELT AUT","BRITISH COLUMBIA","49.46","-123.72","86.20","1047172","71638","VOU","2007","2022","2007","2022","2007","2022","",""
"SECHELT SANDY HOOK","BRITISH COLUMBIA","49.53","-123.77","125.00","1047176","","","1987","1987","","","1987","1987","1987","1987"
"SEDALIA","ALBERTA","51.67","-110.55","762.00","3015798","","","1970","1974","","","1970","1974","1970","1974"
"SEDALIA AGCM","ALBERTA","51.59","-110.75","755.00","3015797","71399","PSA","2007","2022","2008","2022","2007","2022","2007","2007"
"SEDALIA EAST","ALBERTA","51.65","-110.55","762.00","3015799","","","1974","1997","","","1974","1997","1974","1996"
"SEDGEWICK","ALBERTA","52.88","-111.70","685.80","3015800","","","1913","1977","","","1913","1977","1913","1977"
"SEDGEWICK TOWN","ALBERTA","52.78","-111.70","662.90","3015808","","","1987","2016","","","1987","2016","1987","2007"
"SEDLEY","SASKATCHEWAN","50.17","-104.18","597.40","4017280","","","1937","1961","","","1937","1961","1937","1961"
"SEDLEY","SASKATCHEWAN","50.12","-104.10","590.10","4017281","","","1982","1998","","","1982","1998","1982","1998"
"SELKIRK","MANITOBA","50.17","-96.87","226.00","5022630","","","1963","2008","","","1963","2008","1963","2007"
"SEMANS","SASKATCHEWAN","51.42","-104.73","562.40","4017320","","","1922","1994","","","1922","1994","1922","1994"
"SENATE","SASKATCHEWAN","49.27","-109.70","967.70","4037360","","","1952","1977","","","1952","1977","1952","1977"
"SENNETERRE","QUEBEC","48.33","-77.27","310.00","7097900","","","1967","1994","","","1967","1994","1967","1994"
"SENNETERRE","QUEBEC","48.40","-77.25","316.40","7097888","","","1940","1951","","","1940","1951","1940","1951"
"SENNETERRE (RADAR)","QUEBEC","48.37","-77.23","313.90","7097906","","","1957","1975","","","1957","1975","1957","1975"
"SENNETERRE A","QUEBEC","48.33","-77.18","338.60","7097902","","","1960","1960","","","1960","1960","1960","1960"
"SEPT-ILES","QUEBEC","50.22","-66.25","52.60","7047914","71279","XZV","2002","2022","2002","2022","2002","2022","2005","2005"
"SEPT-ILES A","QUEBEC","50.22","-66.27","54.90","7047910","","YZV","1944","2014","1953","2014","1944","2002","1944","2001"
"SEPT-ILES A","QUEBEC","50.22","-66.27","54.90","7047911","","YZV","2014","2022","2014","2022","2018","2022","",""
"SEPT-ILES UA","QUEBEC","50.22","-66.25","53.10","7047912","71811","","2002","2017","","","2002","2017","2002","2004"
"SERATH","SASKATCHEWAN","51.17","-104.40","622.10","4017370","","","1980","2000","","","1980","2000","1980","2000"
"SEVEN PERSONS","ALBERTA","49.83","-110.90","755.90","3035840","","","1911","2007","","","1911","2007","1911","2007"
"SEVEN PERSONS AGDM","ALBERTA","49.92","-110.92","766.00","3035845","71525","PSV","2004","2022","2004","2022","2004","2022","",""
"SEVEN PERSONS RIVERS DEV","ALBERTA","49.87","-110.90","758.60","3035850","","","1958","1963","","","1958","1963","1958","1963"
"SEVEN SISTERS FALLS","MANITOBA","50.12","-96.02","266.70","5032640","","","1950","1970","","","1950","1970","1950","1970"
"SEVEN SISTERS OYES","MANITOBA","50.10","-95.93","274.30","5032641","","","1980","1980","","","1980","1980","1980","1980"
"SEVERN BRIDGE","ONTARIO","44.77","-79.33","222.50","6117682","","","1975","1995","","","1975","1995","1975","1995"
"SEWALL MASSET INLET","BRITISH COLUMBIA","53.76","-132.30","3.00","105PA91","","","1974","2017","","","1974","2017","1974","2007"
"SEWELL INLET","BRITISH COLUMBIA","52.88","-131.98","15.00","1057192","","","1973","1990","","","1973","1990","1973","1990"
"SEXSMITH WIEBE","ALBERTA","55.45","-118.64","765.00","3075858","","","1993","2010","","","1993","2010","1993","2007"
"SEYMOUR ARM","BRITISH COLUMBIA","51.25","-118.95","351.10","1167193","","","1973","1996","","","1973","1996","1973","1996"
"SEYMOUR ARM NINE MILE LIGHT","BRITISH COLUMBIA","51.07","-119.03","351.00","1167194","","","1986","1989","","","1986","1989","1986","1989"
"SEYMOUR CREEK","BRITISH COLUMBIA","49.42","-122.95","177.70","1107195","","","1924","1947","","","1924","1947","1924","1947"
"SEYMOUR FALLS","BRITISH COLUMBIA","49.44","-122.97","244.00","1107200","","","1927","2003","","","1927","2003","1927","2003"
"SHACKLETON CDA EPF","SASKATCHEWAN","50.68","-108.68","708.70","4027400","","","1951","1999","","","1951","1999","1951","1999"
"SHALALTH","BRITISH COLUMBIA","50.73","-122.24","243.80","1117215","","","1963","2004","","","1963","2004","1963","2004"
"SHALKA LAKE","ALBERTA","53.80","-111.90","670.60","3015879","","","1972","1980","","","1972","1980","1972","1980"
"SHALKA LAKE NE","ALBERTA","53.87","-111.90","655.00","30158GR","","","1980","1984","","","1980","1984","1980","1984"
"SHAMATTAWA A","MANITOBA","55.87","-92.08","89.90","5062656","","","1985","1985","","","1985","1985","",""
"SHAMROCK","SASKATCHEWAN","50.18","-106.72","741.00","4027440","","","1945","1996","","","1945","1996","1945","1996"
"SHANNONVILLE","ONTARIO","44.20","-77.22","","6157683","","","1883","1894","","","1883","1894","1883","1894"
"SHANTY BAY","ONTARIO","44.40","-79.63","250.00","6117684","","","1973","2022","","","1973","2022","1973","2006"
"SHARON","ONTARIO","44.10","-79.43","262.40","6157685","","","1886","1999","","","1886","1999","1886","1999"
"SHARPE BROOK IHD","NOVA SCOTIA","45.02","-64.63","137.20","8205085","","","1967","1978","","","1967","1978","1967","1978"
"SHARPE LAKE","MANITOBA","49.05","-100.33","656.80","5012661","","","1988","1988","","","1988","1988","1988","1988"
"SHAUGHNESSY","ALBERTA","49.83","-112.82","","3035880","","","1952","1956","","","1952","1956","1952","1956"
"SHAUNAVON","SASKATCHEWAN","49.65","-108.40","917.40","4027480","","","1915","1979","","","1915","1979","1915","1979"
"SHAUNAVON 2","SASKATCHEWAN","49.65","-108.42","914.40","4027485","","","1971","2003","","","1971","2003","1971","2003"
"SHAUNAVON 3","SASKATCHEWAN","49.90","-108.42","892.00","4027486","","","1971","2008","","","1971","2008","1971","2007"
"SHAUNAVON CDA EPF","SASKATCHEWAN","49.75","-108.42","908.30","4027482","","","1951","1964","","","1951","1964","1951","1964"
"SHAWBRIDGE BOYS FARM","QUEBEC","45.88","-74.07","185.90","7037985","","","1959","1967","","","1959","1967","1959","1967"
"SHAWINIGAN","QUEBEC","46.57","-72.75","121.90","7018000","","","1902","2004","","","1902","2004","1902","2004"
"SHAWINIGAN","QUEBEC","46.56","-72.73","110.00","7018001","71370","XSH","1998","2022","1999","2022","1998","2022","",""
"SHAWL BAY","BRITISH COLUMBIA","50.85","-126.57","0.00","1067225","","","1974","1978","","","1974","1978","1974","1978"
"SHAWNIGAN LAKE","BRITISH COLUMBIA","48.65","-123.63","159.00","1017230","","","1911","2022","","","1911","2022","1911","2007"
"SHAWNIGAN LAKE NORTH","BRITISH COLUMBIA","48.65","-123.63","149.40","1017233","","","1973","1976","","","1973","1976","1973","1976"
"SHAWVILLE","QUEBEC","45.62","-76.47","167.60","7038040","","","1948","2012","","","1948","2012","1948","2012"
"SHAWVILLE WINSLOW","QUEBEC","45.77","-76.50","166.10","7038046","","","1960","1964","","","1960","1964","1960","1963"
"SHEARWATER A","NOVA SCOTIA","44.63","-63.50","44.00","8205090","71601","YAW","1944","2022","1953","2022","1944","2007","1944","2007"
"SHEARWATER AUTO","NOVA SCOTIA","44.64","-63.51","53.00","8205091","","WAW","1996","2010","1996","2010","1997","2010","2005","2007"
"SHEARWATER JETTY","NOVA SCOTIA","44.63","-63.52","5.50","8205093","71330","WZU","1994","2022","1994","2022","2018","2022","",""
"SHEARWATER RCS","NOVA SCOTIA","44.63","-63.51","24.00","8205092","71264","AAW","2008","2022","2008","2022","2008","2022","",""
"SHEDIAC","NEW BRUNSWICK","46.23","-64.53","","8104944","","","1933","1940","","","1933","1940","1933","1940"
"SHEENBORO","QUEBEC","45.97","-77.25","137.20","7038080","","","1948","2014","","","1948","2014","1948","2014"
"SHEEP RIVER 2","ALBERTA","50.65","-114.62","1524.00","3055H8C","","","1998","2006","","","1998","2006","1998","2006"
"SHEEP RS","ALBERTA","50.65","-114.65","1493.50","3055883","","","1963","1976","","","1963","1976","1963","1975"
"SHEERNESS AGCM","ALBERTA","51.46","-111.65","852.00","3025890","","PXS","2012","2022","2012","2022","2018","2022","",""
"SHEERNESS CARAGANA","ALBERTA","51.45","-111.63","815.30","302NH8L","","","1988","1990","","","1988","1990","1988","1990"
"SHEET HARBOUR","NOVA SCOTIA","44.92","-62.48","9.10","8205100","","","1950","1962","","","1950","1962","1950","1962"
"SHEFFIELD MILLS","NOVA SCOTIA","45.13","-64.50","30.20","8205120","","","1958","1993","","","1958","1993","1958","1993"
"SHELBURNE","NOVA SCOTIA","43.72","-65.25","29.90","8205126","","","1972","1988","1981","1988","1972","1988","1972","1988"
"SHELBURNE SANDY POINT","NOVA SCOTIA","43.70","-65.32","46.00","8205130","73015","ESB","2018","2022","2018","2022","2018","2022","",""
"SHELBURNE WPCP","ONTARIO","44.08","-80.18","484.90","6147693","","","1981","1994","","","1981","1994","1981","1994"
"SHELDON LAKE","YUKON TERRITORY","62.62","-131.28","883.90","2100948","","","1970","1992","","","1970","1992","1970","1992"
"SHELDON POINT","NEW BRUNSWICK","45.20","-66.13","24.40","8104950","","","1956","1958","","","1956","1958","1956","1958"
"SHELL HARTLEY RIVER","ALBERTA","57.27","-111.47","737.60","3065884","","","1975","1976","","","1975","1976","1975","1976"
"SHELTER BAY","QUEBEC","50.03","-66.90","76.20","7048090","","","1973","1976","","","1973","1976","1973","1976"
"SHELTER BAY","BRITISH COLUMBIA","50.62","-117.93","457.20","1147250","","","1973","1973","","","1973","1973","1973","1973"
"SHEPHERD BAY A","NUNAVUT","68.82","-93.43","42.70","2303685","71911","YUS","1957","2022","1973","2022","1957","2022","1957","2006"
"SHERBROOKE","QUEBEC","45.37","-71.93","254.50","7028121","","","1975","1985","","","1975","1985","1975","1985"
"SHERBROOKE","QUEBEC","45.44","-71.69","241.40","7028123","71610","YSC","2009","2022","2009","2022","2009","2022","",""
"SHERBROOKE","QUEBEC","45.40","-71.90","181.40","7028120","","","1900","1972","","","1900","1972","1900","1972"
"SHERBROOKE (UNIVERSITE)","QUEBEC","45.38","-71.93","244.10","7028128","","","1972","1975","","","1973","1975","1972","1975"
"SHERBROOKE A","QUEBEC","45.43","-71.68","241.40","7028124","71610","YSC","1962","2016","1962","2005","1962","2016","1962","2004"
"SHERBROOKE A","QUEBEC","45.43","-71.68","241.40","7028126","","GSC","2004","2010","2004","2009","2005","2010","2005","2005"
"SHERINGHAM POINT","BRITISH COLUMBIA","48.38","-123.92","6.90","1017254","71780","WSP","1992","2022","1994","2022","1992","2022","1992","2007"
"SHERMAN BROOK NORTH","QUEBEC","45.45","-71.50","","702HACH","","","1973","1975","","","1973","1975","1973","1975"
"SHILO","MANITOBA","49.78","-99.64","375.20","5012672","71853","WLO","1954","1999","1954","1999","1954","1970","1954","1970"
"SHINGLE POINT A","YUKON TERRITORY","68.95","-137.22","49.40","2100950","71968","YUA","1957","2022","1973","2022","1957","2022","1957","1993"
"SHINING BANK","ALBERTA","53.85","-115.97","829.10","3065885","","","1968","2011","","","1968","2011","1968","2007"
"SHINING BANK RS","ALBERTA","53.81","-115.94","914.40","3065886","","","1967","2009","","","1967","2009","1967","2007"
"SHIPPEGAN","NEW BRUNSWICK","47.75","-64.72","4.00","8104975","","","1969","1981","","","1969","1981","1969","1981"
"SHIPSHAW","QUEBEC","48.45","-71.22","22.90","7068160","","","1943","1993","","","1943","1993","1943","1993"
"SHIRLEY BAY","ONTARIO","45.35","-75.88","76.20","6107699","","","1954","1956","","","1954","1956","1954","1956"
"SHOAL CREEK","ALBERTA","54.38","-115.02","640.00","3065887","","","1987","1989","","","1987","1989","1987","1989"
"SHOAL LAKE","MANITOBA","50.48","-100.72","624.80","5012676","","","1966","1977","","","1966","1977","1966","1977"
"SHOAL LAKE","MANITOBA","50.43","-100.58","543.50","5012675","","","1883","1900","","","1883","1900","1883","1900"
"SHOAL LAKE","MANITOBA","50.45","-100.58","555.30","5012677","","","1978","1983","","","1978","1983","1978","1983"
"SHOAL LAKE CS","MANITOBA","50.45","-100.60","561.30","5012654","71150","WUT","1993","2022","1994","2022","1993","2022","1996","2007"
"SHONTS AGCM","ALBERTA","53.33","-112.54","679.00","3015900","71405","PSH","2007","2022","2008","2022","2007","2022","2007","2007"
"SHUNACADIE BEACH","NOVA SCOTIA","46.02","-60.67","1.00","8205148","","","1984","1986","","","1984","1986","1984","1986"
"SHUNDA RS","ALBERTA","52.48","-115.77","1432.60","3055890","","","1958","1967","","","1958","1967","1958","1967"
"SHUSWAP FALLS","BRITISH COLUMBIA","50.30","-118.82","426.70","1167260","","","1930","1972","","","1930","1972","1930","1972"
"SIBBALD","ALBERTA","51.48","-110.25","725.00","3025920","","","1953","2006","","","1953","2006","1953","2006"
"SIBBALD 2","ALBERTA","51.42","-110.15","731.50","3025921","","","1955","1968","","","1955","1968","1955","1968"
"SIBBALD EAST","ALBERTA","51.43","-110.13","731.50","3025925","","","1980","1989","","","1980","1989","1980","1989"
"SIBBALD WESTGARD","ALBERTA","51.42","-110.15","723.90","3025928","","","1988","2018","","","1988","2018","1988","2007"
"SIBLEY'S COVE","NEWFOUNDLAND","48.05","-53.10","12.00","8403667","","","1989","1998","","","1989","1998","1989","1998"
"SICAMOUS","BRITISH COLUMBIA","50.80","-119.00","426.70","1167275","","","1954","1979","","","1954","1979","1954","1979"
"SICAMOUS 2","BRITISH COLUMBIA","50.85","-118.98","355.00","1167276","","","1979","1994","","","1979","1994","1980","1994"
"SIDMOUTH","BRITISH COLUMBIA","50.78","-118.02","429.80","1177290","","","1947","1961","","","1947","1961","1948","1961"
"SIDNEY","MANITOBA","49.90","-99.08","373.40","5042678","","","1989","1990","","","1989","1990","1989","1990"
"SIDNEY DEEP COVE","BRITISH COLUMBIA","48.68","-123.40","18.30","1017329","","","1967","1973","","","1967","1973","1967","1973"
"SIERRA","BRITISH COLUMBIA","58.83","-121.42","566.30","1197331","","","1974","1981","","","1974","1981","1974","1981"
"SIGNAL HILL","NEWFOUNDLAND","47.57","-52.68","96.00","8403669","","","1984","2001","","","1984","2001","1984","2001"
"SIKANNI CHIEF","BRITISH COLUMBIA","57.25","-122.72","937.00","1187335","","WKS","1990","2016","1994","2014","1990","2016","1990","2007"
"SILVER CREEK","BRITISH COLUMBIA","50.55","-119.35","419.00","1167337","","","1989","2021","","","1989","2021","1989","2007"
"SILVERTON EXP ST","MANITOBA","50.77","-101.15","571.80","5012680","","","1951","1958","","","1951","1958","1951","1958"
"SIMCOE","ONTARIO","42.85","-80.27","240.50","6137730","","","1961","1986","1962","1986","1962","1986","1961","1986"
"SIMCOE","ONTARIO","42.87","-80.33","222.50","6137735","","","1866","1961","","","1866","1961","1866","1961"
"SIMCOE (AUT)","ONTARIO","42.85","-80.27","240.50","6137732","","WSI","1992","1999","1994","1999","1992","1999","",""
"SIMILKAMEEN COPPER MTN","BRITISH COLUMBIA","49.33","-120.52","1229.00","1127358","","","1980","1995","","","1980","1995","1980","1995"
"SIMILKAMEEN MINE","BRITISH COLUMBIA","49.35","-120.55","940.00","1127360","","","1974","1996","","","1974","1996","1974","1996"
"SIMONETTE","ALBERTA","54.42","-117.74","883.90","3075937","","","1973","2022","","","1973","2022","1973","2007"
"SIMONETTE LO","ALBERTA","54.23","-118.42","1274.10","3075940","","","1956","2011","","","1956","2011","1956","2007"
"SIMPSON LAKE","NUNAVUT","68.60","-92.02","371.20","2303694","","","1959","1963","","","1959","1963","1959","1963"
"SIMPSON LAKE","NUNAVUT","68.60","-91.95","282.50","2303693","","","1992","1993","1992","1993","1993","1993","",""
"SIMPSON TOWER","YUKON TERRITORY","61.40","-129.47","1676.40","2100960","","","1976","1976","","","1976","1976","",""
"SINCLAIR MILLS","BRITISH COLUMBIA","54.02","-121.67","655.30","1097370","","","1960","1965","","","1960","1965","1960","1965"
"SINCLAIR PASS","BRITISH COLUMBIA","50.67","-115.97","1170.40","1157380","","","1935","1955","","","1935","1955","1935","1955"
"SINGHAMPTON","ONTARIO","44.35","-80.25","497.00","6117750","","","1985","1988","","","1985","1988","1985","1988"
"SINTALUTA","SASKATCHEWAN","50.48","-103.38","607.50","4017515","","","1970","1970","","","1970","1970","1970","1970"
"SION","ALBERTA","53.88","-114.12","701.00","3015960","","","1906","2004","","","1906","2004","1906","2004"
"SIOUX LOOKOUT","ONTARIO","50.13","-91.87","364.80","6037768","","","1914","1932","","","1914","1932","1914","1932"
"SIOUX LOOKOUT","ONTARIO","50.13","-91.87","374.00","6037770","","","1930","1938","","","1930","1938","1930","1938"
"SIOUX LOOKOUT A","ONTARIO","50.11","-91.91","383.10","6037776","71842","YXL","2013","2022","2013","2022","2013","2022","",""
"SIOUX LOOKOUT A","ONTARIO","50.12","-91.90","383.10","6037775","","","1938","2013","1953","2013","1938","2013","1938","2013"
"SIOUX LOOKOUT AIRPORT","ONTARIO","50.11","-91.91","338.10","6037800","73017","OSL","2018","2022","2018","2022","2018","2022","",""
"SIOUX NARROWS","ONTARIO","49.38","-94.07","342.90","6037804","","","1980","1980","","","1980","1980","1980","1980"
"SIOUX NARROWS","ONTARIO","49.48","-93.97","410.60","6037803","","","1933","1956","","","1933","1956","1933","1956"
"SIRDAR","BRITISH COLUMBIA","49.25","-116.62","566.00","1147400","","","1958","1958","","","1958","1958","1958","1958"
"SISSON DAM","NEW BRUNSWICK","47.27","-67.25","278.90","8105000","","","1953","1957","","","1953","1957","1953","1957"
"SISTERS ISLAND","BRITISH COLUMBIA","49.49","-124.43","20.00","1027403","71781","WGT","1992","2022","1995","2022","1992","2022","1992","2004"
"SKAGIT RIVER","BRITISH COLUMBIA","49.08","-121.17","515.10","1117410","","","1936","1955","","","1936","1955","1936","1955"
"SKOKI","ALBERTA","51.53","-116.05","2040.00","3055976","","","1998","2005","","","1998","2005","1998","2005"
"SKYLINE RS","ALBERTA","49.88","-113.97","1661.20","3055980","","","1958","1967","","","1958","1967","1958","1967"
"SKYTREX","ALBERTA","51.59","-112.57","866.20","3025984","","","2000","2003","","","2000","2003","2000","2003"
"SLATE ISLAND","ONTARIO","48.62","-87.00","185.90","6047810","","","1966","1989","","","1966","1989","1966","1989"
"SLAVE LAKE","ALBERTA","55.28","-114.77","585.20","3066000","","","1922","1962","","","1922","1962","1922","1962"
"SLAVE LAKE","ALBERTA","55.29","-114.78","582.80","3065995","71369","YZH","2011","2022","2011","2022","2011","2022","",""
"SLAVE LAKE A","ALBERTA","55.28","-114.78","582.80","3065999","","","1992","2007","1994","2006","1992","2007","1994","2007"
"SLAVE LAKE A","ALBERTA","55.30","-114.78","580.60","3066001","","","1970","1999","1971","1999","1970","1997","1970","1997"
"SLAVE LAKE AWOS A","ALBERTA","55.29","-114.78","582.80","3066002","","PLV","2006","2014","2006","2014","2006","2014","",""
"SLAVE LAKE CR10","ALBERTA","55.30","-114.78","583.00","3065998","","","1996","2007","","","1996","2007","1996","2007"
"SLAVE LAKE HQTRS","ALBERTA","55.28","-114.63","585.80","3066003","","","1965","1970","","","1965","1970","1965","1970"
"SLAVE LAKE RCS","ALBERTA","55.29","-114.78","582.80","3065997","71693","PZH","2012","2022","2012","2022","2012","2022","",""
"SLEEMAN","ONTARIO","48.72","-94.42","335.30","6027825","","","1964","1991","","","1964","1991","1964","1991"
"SLEEPY HOLLOW","ALBERTA","51.49","-112.96","811.00","3026009","","","1988","2014","","","1988","2014","1988","2007"
"SMILEY","SASKATCHEWAN","51.63","-109.47","697.70","4047540","","","1987","1988","","","1987","1988","1987","1987"
"SMITH","ALBERTA","55.17","-114.00","","3066017","","","1962","1966","","","1962","1966","1962","1966"
"SMITH RIVER A","BRITISH COLUMBIA","59.90","-126.43","673.00","1197530","","","1944","1969","1953","1969","1944","1969","1944","1969"
"SMITH RS","ALBERTA","55.17","-114.03","564.50","3066018","","","1965","1989","","","1965","1989","1965","1989"
"SMITHERS","BRITISH COLUMBIA","54.83","-127.18","523.00","1077499","71950","YYD","2010","2022","2010","2022","2010","2022","",""
"SMITHERS 4E","BRITISH COLUMBIA","54.78","-127.08","577.60","1077508","","","1969","1975","","","1969","1975","1969","1975"
"SMITHERS A","BRITISH COLUMBIA","54.82","-127.18","521.80","1077500","","YYD","1942","2018","1953","2012","1942","2018","1942","2010"
"SMITHERS A","BRITISH COLUMBIA","54.83","-127.18","523.00","1077498","","YYD","2012","2022","2012","2022","","","",""
"SMITHERS AIRPORT AUTO","BRITISH COLUMBIA","54.82","-127.19","517.60","1077501","71268","VYD","2013","2022","2013","2022","2013","2022","",""
"SMITHERS CDA","BRITISH COLUMBIA","54.73","-127.10","515.10","1077505","","","1938","1968","","","1938","1968","1938","1968"
"SMITHERS KATHLYN LAKE","BRITISH COLUMBIA","54.82","-127.22","546.00","107P505","","","1988","1988","","","1988","1988","1988","1988"
"SMITHFIELD CDA","ONTARIO","44.08","-77.67","119.00","6157831","","","1949","1990","","","1949","1990","1949","1988"
"SMITHFIELD CDA AUTOMATIC CLIMATE STATION","ONTARIO","44.08","-77.67","119.00","6157832","","","1987","1996","","","1987","1996","1989","1996"
"SMITHS FALLS","ONTARIO","44.92","-76.05","","6107834","","","1895","1923","","","1895","1922","1895","1923"
"SMITHS FALLS TS","ONTARIO","44.88","-76.00","114.30","6107836","","","1982","1989","","","1982","1989","1982","1989"
"SMITHS FALLS WPCP","ONTARIO","44.90","-76.00","121.90","6107835","","","1964","1983","","","1964","1983","1964","1983"
"SMITHVILLE","ONTARIO","43.10","-79.55","190.50","6137838","","","1957","1969","","","1957","1969","1957","1969"
"SMITHVILLE","ONTARIO","43.09","-79.55","183.50","6137839","","","2000","2001","","","2000","2001","2000","2001"
"SMOKY BURN","SASKATCHEWAN","53.37","-103.17","319.10","4077557","","","1983","2008","","","1983","2008","1983","2007"
"SMOKY BURN CDA EPF","SASKATCHEWAN","53.33","-103.13","361.50","4077560","","","1951","1972","","","1951","1972","1951","1971"
"SMOKY FALLS","ONTARIO","50.07","-82.17","182.90","6077845","","","1933","1997","","","1933","1997","1933","1997"
"SMOKY LAKE AGDM","ALBERTA","54.28","-112.50","680.00","3016022","71274","XSL","1990","2022","1990","2022","2002","2022","2002","2007"
"SMOKY LO","ALBERTA","54.40","-118.30","1158.20","3076020","","","1961","2011","","","1961","2011","1961","2007"
"SMOKY RIVER","ALBERTA","53.98","-119.13","1219.20","3076025","","","1966","1969","","","1966","1969","1967","1969"
"SMOOTH STONE RIVER","SASKATCHEWAN","55.15","-106.27","434.30","4067576","","","1989","1993","","","1989","1993","1989","1993"
"SNAG A","YUKON TERRITORY","62.37","-140.40","586.70","2101000","","","1943","1966","1953","1966","1943","1966","1943","1966"
"SNARE RAPIDS","NORTHWEST TERRITORIES","63.52","-116.00","241.00","2203700","","","1947","2000","","","1947","2000","1947","2000"
"SNEDDON CREEK RS","ALBERTA","56.20","-119.40","648.00","307S002","","","1995","2011","","","1995","2011","1995","2007"
"SNELGROVE","ONTARIO","43.75","-79.83","251.50","6157859","","","1950","1962","","","1950","1962","1950","1962"
"SNOOKS ARM","NEWFOUNDLAND","49.87","-55.72","15.20","8403680","","","1958","1963","","","1958","1963","1958","1963"
"SNOW LAKE","MANITOBA","54.88","-100.03","295.70","5062706","","","1983","1998","","","1983","1998","1983","1998"
"SNOW LAKE ANDERSON BAY","MANITOBA","54.82","-99.95","259.00","5062707","","","1999","2000","","","1999","2000","1999","2000"
"SNOWDEN CDA EPF","SASKATCHEWAN","53.53","-104.68","447.40","4077600","","","1951","1968","","","1951","1968","1951","1968"
"SNOWDEN WHITETAIL","SASKATCHEWAN","53.58","-104.68","452.00","4077605","","","2000","2002","","","2000","2002","2000","2002"
"SNOWDRIFT","NORTHWEST TERRITORIES","62.40","-110.73","176.80","2203750","","","1972","1974","1973","1974","1972","1974","1972","1974"
"SNOWFLAKE","MANITOBA","49.07","-98.65","474.00","5022703","","","1987","2011","","","1987","2011","1987","2007"
"SNOWFLAKE 4NE","MANITOBA","49.08","-98.65","474.60","5022G04","","","1987","1995","","","1987","1995","1987","1995"
"SNUFF MOUNTAIN LO","ALBERTA","54.68","-117.53","969.30","3076040","","","1953","2011","","","1953","2011","1953","2007"
"SOCIAL PLAINS AGCM","ALBERTA","50.73","-110.21","741.00","3036040","","PPN","2012","2022","2012","2022","2018","2022","",""
"SODA CREEK","BRITISH COLUMBIA","52.33","-122.28","","1097550","","","1879","1933","","","1879","1933","1879","1933"
"SOLANDER ISLAND (AUT)","BRITISH COLUMBIA","50.11","-127.94","94.20","1037553","71479","WRU","1994","2022","1994","2022","1994","2022","2007","2007"
"SOMERSET","MANITOBA","49.45","-98.62","487.80","5012710","","","1970","1998","","","1970","1998","1970","1998"
"SOMME CDA EPF","SASKATCHEWAN","52.62","-103.02","438.90","4087640","","","1953","1983","","","1953","1983","1953","1983"
"SONNINGDALE","SASKATCHEWAN","52.32","-107.77","716.30","4047644","","","1984","2022","","","1984","2022","1984","2007"
"SONYA SUNDANCE MEADOWS","ONTARIO","44.22","-78.95","275.00","6168100","","","2001","2022","","","2001","2022","2001","2006"
"SOOKE","BRITISH COLUMBIA","48.37","-123.73","27.40","1017556","","","1970","1992","","","1970","1992","1970","1992"
"SOOKE GLINZ LAKE","BRITISH COLUMBIA","48.42","-123.63","256.00","1017559","","","1983","1995","","","1983","1995","1983","1995"
"SOOKE LAKE","BRITISH COLUMBIA","48.52","-123.70","172.80","1017560","","","1903","1966","","","1903","1966","1903","1966"
"SOOKE LAKE NORTH","BRITISH COLUMBIA","48.58","-123.64","231.00","1017563","","","1966","2011","","","1966","2011","1966","2007"
"SOOKE OTTER POINT","BRITISH COLUMBIA","48.37","-123.82","39.60","1017570","","","1974","1977","","","1974","1977","1974","1977"
