"mcode","munnom","madr1","madr2","madr3","madr4","mcodpos","mcourriel","mweb","mtel","mfax","mdes","mgentile","regadm","divrec","mrc","mdatcons","mdatregi","msuperf","mpopul","datelec","elecmode","divter","maire","con1","con2","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30","con31","con32","con33","con34","con35","con36","con37","con38","con39","con40","con41","con42","con43","con44","con45","con46","con47","con48","con49","con50","con51","con52","con53","con54","con55","con56","con57","con58","con59","con60","con61","con62","con63","con64","con65","con66","con67","con68","con69","con70","con71","con72","con73","con74","con75","dirgen","dirsecpub","tres","gref","sectres","polic","incen","loisir","trvpub","mesurg","urban","communic","permis","batim","nd"
"53052","Sorel-Tracy","71, rue Charlotte","Sorel-Tracy","C.P. 368","Sorel-Tracy","J3P7K1","info@ville.sorel-tracy.qc.ca","www.ville.sorel-tracy.qc.ca","4507805600","4507805625","Ville","","Montérégie (16)","Le Bas-Richelieu (53)","MRC Pierre-De Saurel (530)","2000-03-15","","66.639","35627","2025-11-02","B","District","Poste Vacant","Olivier Picard","Sylvie Labelle","Martin Lajeunesse","Jocelyn Mondou","Stéphane Béland","Benoît Guèvremont","Patrick Péloquin","Dominique Ouellet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carlo Fleury","","Vicky Bussière","René Chevalier","","","Poste Vacant","Benoit Simard","David Gagné","Roger Lamanque","","Dominic Brassard","","",""
"46045","Stanbridge East","12, rue Maple","Stanbridge East","12, rue Maple","Stanbridge East","J0J2H0","stanbridge@axion.ca","www.stanbridgeeast.ca","4502483188","4502487744","Municipalité","","Estrie (05)","Brome-Missisquoi (46)","MRC Brome-Missisquoi (460)","1855-07-01","","49.753","865","2025-11-02","B","Sans division","Gregory Vaughan","Laurent Marchal","Marcus Flynn","Robert Young","Laurie-Ann Foucrault","Tanya Garrick Rhicard","Rose Lawlor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nicole Blinn","","","","Nicole Blinn","","","Robert Young","","","","","Jules Brunelle-Marineau","",""
"46030","Stanbridge Station","229, rue Principale","Stanbridge Station","229, rue Principale","Stanbridge Station","J0J2J0","stanbridgestation46030@gmail.com","www.stanbridge-station.ca","4502482125","4502481132","Municipalité","Stanbridgeois, Stanbridgeoise","Estrie (05)","Brome-Missisquoi (46)","MRC Brome-Missisquoi (460)","1889-03-21","","18.132","279","2025-11-02","B","Sans division","Gilles Rioux","Sylvie Bernatchez","Pauline Samson","Étienne Tougas","Richard Campbell","Donald Tougas","Chantal Vallières Brodeur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bertrand Déry","","","","Bertrand Déry","","","","","","","","","",""
"45008","Stanstead","425, rue Dufferin","Stanstead","425, rue Dufferin","Stanstead","J0B3E2","directeurgeneral@stanstead.ca","www.stanstead.ca","8198767181","8198765560","Ville","Stansteadois, oise*","Estrie (05)","Memphrémagog (45)","MRC Memphrémagog (450)","1995-02-15","","22.3","2826","2025-11-02","B","Sans division","Jody Stone","Valérie Lavallée","Deborah Bishop","Sandra Harrison","Philip Dutil","Harvey Stevens","Nicholas Ouellet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jean-Charles Bellemare","","","Poste Vacant","Allen Desrosiers","","","Rachel Burnham","","",""
"45025","Stanstead","778, chemin Sheldon","Stanstead","778, chemin Sheldon","Stanstead","J1X3W4","info@cantonstanstead.ca","www.cantonstanstead.ca","8198762948","8198767007","Canton","","Estrie (05)","Memphrémagog (45)","MRC Memphrémagog (450)","1855-07-01","","135.363","1006","2025-11-02","B","Sans division","Pierre Martineau","Constance Ramacieri","Brian Wharry","Louise Hébert","Gaetane Gaudreau Langlois","William Marsden","Paul-Conrad Carignan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Matthieu Simoneau","","","","Matthieu Simoneau","","Brian Wharry","","Pierre-Luc Doyon","","Richard Gourde","","","",""
"44050","Stanstead-Est","7015, route 143","Stanstead-Est","7015, route 143","Stanstead-Est","J0B3E0","info@stansteadest.ca","","8198767292","8198767170","Municipalité","Stansteadestien,ienne","Estrie (05)","Coaticook (44)","MRC Coaticook (440)","1932-07-16","","115.235","630","2025-11-02","B","Sans division","Pamela B. Steen","Gilbert Ferland","Mathieu Laliberté","Rock Simard","Jean-Marie Lefebvre","Nancy Picard","Daniel Laflèche","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Claudine Tremblay","","","","Claudine Tremblay","","","","","","","","Poste Vacant","",""
"22005","Sainte-Catherine-de-la-Jacques-Cartier","2, rue Laurier","Sainte-Catherine-de-la-Jacques-Cartier","2, rue Laurier","Sainte-Catherine-de-la-Jacques-Cartier","G3N1W1","info@villescjc.com","www.villescjc.com","4188752758","4188752170","Ville","Catherinois, oise*","Capitale-Nationale (03)","La Jacques-Cartier (22)","MRC La Jacques-Cartier (220)","1855-07-01","2000-12-09","122.736","8519","2025-11-02","B","District","Pierre Dolbec","Raynald Houde","Sylvain Ferland","Marc-Antoine Gagnon","Nathalie Laprade","Josée Lampron","Martin Chabot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marcel Grenier","","Julie Cloutier","Marcel Grenier","","","Martin Lavoie","","Pierre Roy","","","","Pascal Bérubé","",""
"42005","Stoke","403, rue Principale","Stoke","403, rue Principale","Stoke","J0B3G0","direction@stoke.ca","www.stoke.ca","8198783790","8198783804","Municipalité","Stokois, oise*","Estrie (05)","Le Val-Saint-François (42)","MRC Le Val-Saint-François (420)","1864-01-01","","251.939","3152","2025-11-02","B","Sans division","Luc Cayer","Mélissa Théberge","Denis Pagé","Steeves Mathieu","Lucie Gauthier","Daniel Dodier","Yannick Bédard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anne Turcotte","","","","Anne Turcotte","","Martin Grenier","","Jonathan Lemaire","Anne Turcotte","","","Benoit Hamel","Benoit Hamel",""
"22035","Stoneham-et-Tewkesbury","325, chemin du Hibou","Stoneham-et-Tewkesbury","325, chemin du Hibou","Stoneham-et-Tewkesbury","G3C1R8","info@villestoneham.com","www.villestoneham.com","4188482381","4188481748","Cantons unis","","Capitale-Nationale (03)","La Jacques-Cartier (22)","MRC La Jacques-Cartier (220)","1855-07-01","","686.227","9629","2025-11-02","B","District","Sébastien Couture","Gaétane G. St-Laurent","Yannick Plamondon","Sébastien Cottinet","André Sabourin","Dominique Mahé","Hélène Joseph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Louis Desrosiers","","","Andréane Collard-Simard","Louis Desrosiers","","Guy Poulin","","François Brousseau","Louis Desrosiers","","","Mathieu Prévost","",""
"30105","Stornoway","507, route 108 O.","Stornoway","507, route 108 O.","Stornoway","G0Y1N0","administration@munstornoway.qc.ca","www.munstornoway.qc.ca","8196522800","8196522105","Municipalité","Stornowayen, enne*","Estrie (05)","Le Granit (30)","MRC Le Granit (300)","1858-01-01","","184.271","535","2025-11-02","B","Sans division","Martine Brouard","Linda B. Bouffard","Rénald Béliveau","Richard Boivin","Réal Cameron","Réjean Boulanger","Rachelle Audet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lynda Fillion","","","","Lynda Fillion","","","Réal Cameron","Réjean Carrier","","","","Jacques Pichardie","",""
"30110","Stratford","165, avenue Centrale N.","Stratford","165, avenue Centrale N.","Stratford","G0Y1P0","mun.stratford@stratford.quebec","www.stratford.quebec","4184432307","4184432603","Canton","Stratfordois, oise*","Estrie (05)","Le Granit (30)","MRC Le Granit (300)","1874-01-01","","139.407","964","2025-11-02","B","Sans division","Denyse Blanchet","Jean Thifault","André Therrien","Richard Picard","Julie Lamontagne","Jocelyn Plante","Natalie Gareau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","William Leclerc Bellavance","","","","William Leclerc Bellavance","","","","Éric Côté","William Leclerc Bellavance","","","","Dany St-Onge",""
"45105","Stukely-Sud","101, place de la Mairie","Stukely-Sud","101, place de la Mairie","Stukely-Sud","J0E2J0","info@stukely-sud.com","www.stukely-sud.com","4502973407","4502973759","Village","Diligent, e*","Estrie (05)","Memphrémagog (45)","MRC Memphrémagog (450)","1935-09-14","","63.598","1179","2025-11-02","B","Sans division","Véronique Stock","Isabelle Marissal","Véronique Papineau","Julie Royer","Jo­ël Chagnon","Céline Delorme Picken","René Pépin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Louisette Tremblay","","","","Louisette Tremblay","","","","","","","","Simon Provençal","Simon Provençal",""
"46058","Sutton","11, rue Principale S.","Sutton","11, rue Principale S.","Sutton","J0E2K0","secr.dg@sutton.ca","www.sutton.ca","4505382290","4505380930","Ville","Suttonnais, aise*","Estrie (05)","Brome-Missisquoi (46)","MRC Brome-Missisquoi (460)","2002-07-04","","247.673","4329","2025-11-02","B","District","Robert Benoît","Thérèse Leclerc","Marie-José Auclair","Alan Pavilanis","Carole Lebel","Lynda Graham","Marc-André Blain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pascal Smith","","Suzanne Lessard","Jonathan Fortin","","","Donald Mireault","","Titouan Valentin Perriollat","Donald Mireault","","Capmas Isabelle","","Fernando Rosas",""
"95005","Tadoussac","162, rue des Jésuites","Tadoussac","162, rue des Jésuites","Tadoussac","G0T2A0","direction@tadoussac.com","www.tadoussac.com","4182354446","4182354433","Village","Tadoussacien, ienne*","Côte-Nord (09)","La Haute-Côte-Nord (95)","MRC La Haute-Côte-Nord (950)","1899-10-10","","200.114","786","2025-11-02","B","Sans division","Richard Therrien","Guy Therrien","Dany Tremblay","Jane Chambers","Stéphanie Tremblay","Mireille Pineault","Linda Dubé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantale Otis","","","","Chantale Otis","","Yves Gauthier","Bruno Forest","Éric Gagné","Chantale Otis","","","Luc Dubois","",""
"87042","Taschereau","52, rue Morin","Taschereau","52, rue Morin","Taschereau","J0Z3N0","taschereau@mrcao.qc.ca","WWW.taschereau.ao.ca","8197962219","8197962220","Municipalité","Tascherellois, oise*","Abitibi-Témiscamingue (08)","Abitibi-Ouest (87)","MRC Abitibi-Ouest (870)","2001-12-27","","272.496","942","2025-11-02","B","Sans division","Michael Otis","Mathieu Cloutier","Zacharie Cloutier-Julien","Henri Lampron","Julien Chalifoux","Patrick Landry","Louise Paquin Bédard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantal Martel","","","","Chantal Martel","","Dany Girardin","Vanessa Boutin-Cameron","","Chantal Martel","","","Fanny Veilleux","",""
"99100","Tasiujaq","C.P. 54","Tasiujaq","C.P. 54","Tasiujaq","J0M1T0","jamesmay@nvtasiujaq.ca","www.nvtasiujaq.ca/","8196339924","8196335026","Village nordique","Tasiujarmiuq, miuq","Nord-du-Québec (10)","Nord-du-Québec (99)","MRC Administration régionale Kativik (992)","1980-02-02","","67.667","411","2024-11-06","B","","Billy Cain","Lazarusie Angnatuk","Sheila Angnatuk","Tommy Annanack","Elena Berthe","Mary Berthe","Annie M. Kaukai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chesley Mesher","","","","","","","","","",""
"85005","Témiscaming","20 , rue Humphrey","Témiscaming","20 , rue Humphrey","Témiscaming","J0Z3R0","ville.temiscaming@temiscaming.net","www.temiscaming.net","8196273273","8196273019","Ville","Témiscaminois, oise*","Abitibi-Témiscamingue (08)","Témiscamingue (85)","MRC Témiscamingue (850)","1988-03-26","","862.89","2370","2025-11-02","B","Sans division","Pierre Gingras","André Valiquette","Alain Gauthier","Bertrand Gélinas","Jean-Louis Soulard","Benjamin Crawford","Steve Bernard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Patrick Tanguay Dumas","","Anik Gagné","Patrick Tanguay Dumas","","","Pierre Bélanger","Poste vacant","Hamza Bouhired","Patrick Tanguay Dumas","","","Olivier Joubert","",""
"13073","Témiscouata-sur-le-Lac","861, rue Commerciale N.","Témiscouata-sur-le-Lac","861, rue Commerciale N.","Témiscouata-sur-le-Lac","G0L1E0","info@temiscouatasurlelac.ca","www.temiscouatasurlelac.ca","4188542116","4188540118","Ville","Témilacois, oise*","Bas-Saint-Laurent (01)","Témiscouata (13)","MRC Témiscouata (130)","2010-05-05","","247.166","5017","2025-11-02","B","District","Denis Blais","Mayane Cyr Paradis","Jean-Marc Beaudoin","Rémi Dumont","Pascale Mailloux","André Brault","Ginette Bégin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantal-Karen Caron","","Marlène Poirier","","Chantal-Karen Caron","","Gérald Dubé","Sophie Labonté-Côté","Philippe Sirois","Chantal-Karen Caron","Denise Deschamps","Anacha Rousseau","","",""
"71075","Terrasse-Vaudreuil","74, 7e Avenue","Terrasse-Vaudreuil","74, 7e Avenue","Terrasse-Vaudreuil","J7V3M9","info@terrasse-vaudreuil.ca","www.terrasse-vaudreuil.ca","5144538120","5144531180","Municipalité","","Montérégie (16)","Vaudreuil-Soulanges (71)","MRC Vaudreuil-Soulanges (710)","1952-01-01","","1.216","1996","2025-11-02","B","Sans division","Michel Bourdeau","Nathalie Perreault","Julien Leclerc","Cheryl Brazeau","Ian Gray","Isabel Boulay","Josée Paquette-Bougie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ronald Kelley","","","Lily Ducharme","Ronald Kelley","","Stéphane Rozon","","","Michel Bourdeau","","","Lily Ducharme","",""
"64008","Terrebonne","775, rue Saint-Jean-Baptiste","Terrebonne","775, rue Saint-Jean-Baptiste","Terrebonne","J6W1B5","information@ville.terrebonne.qc.ca","www.ville.terrebonne.qc.ca","4509612001","4504714482","Ville","Terrebonnien, ienne*","Lanaudière (14)","Les Moulins (64)","MRC Les Moulins (640)","2001-06-27","","158.457","120893","2025-11-02","B","District","Mathieu Traversy","Vicky Mokas","Raymond Berthiaume","Nathalie Lepage","Anna Guarnieri","Claudia Abaunza","Valérie Doyon","Marie-Eve Couturier","Carl Miguel Maldonado","Benoit Ladouceur","Robert Morin","Daniel Aucoin","André Fontaine","Robert Auger","Michel Corbeil","Sonia Leblanc","Marc-André Michaud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Serge Villandré","Marc Brisson","","Jean-François Milot","","Marc Brisson","Sylvain Dufresne","Jean-François Lévesque","Hafid Ouali","Sylvain Dufresne","","Nadine Lussier","","",""
"31084","Thetford Mines","144, rue Notre-Dame O.","Thetford Mines","C.P. 489","Thetford Mines","G6G5T3","infos@ville.thetfordmines.qc.ca","www.ville.thetfordmines.qc.ca","4183352981","4183357089","Ville","Thetfordois, oise*","Chaudière-Appalaches (12)","L'Amiante (31)","MRC Les Appalaches (310)","2001-10-17","","227.981","25799","2025-11-02","B","District","Marc-Alexandre Brousseau","Josée Perreault","Michel Verreault","Adam Patry","Yvan Corriveau","Émilie Rémillard","Luc Champagne","Jean Yves Angers","Anthony Bilodeau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marie-Eve Mercier","Michel Dodier","","Édith Girard","","Michel Dodier","Kyle Landry","","Alexandre Meilleur","Marie-Eve Mercier","","","Cynthia Boucher","",""
"84045","Thorne","775, route 366","Ladysmith","775, route 366","Ladysmith","J0X2A0","thorne@mrcpontiac.qc.ca","www.thornequebec.ca","8196473206","8196472086","Municipalité","Thornite*","Outaouais (07)","Pontiac (84)","MRC Pontiac (840)","1860-01-01","","181.587","486","2025-11-02","B","Sans division","Karen Daly Kelly","Robert Wills","Marsha Steinke Bean","Robert Blaskie","Deborah Stafford","Robert Charette","Jammie-Lee Coursol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stacy Lafleur","","","","Stacy Lafleur","","Denis Chaussé","","Richard Leders","","","","","Chantal Villeneuve",""
"80050","Thurso","161, rue Galipeau","Thurso","161, rue Galipeau","Thurso","J0X3B0","dg@villethurso.ca","www.ville.thurso.qc.ca","8199852000","8199850134","Ville","Thursolien, ienne*","Outaouais (07)","Papineau (80)","MRC Papineau (800)","1886-01-16","1963-02-16","7.341","2995","2025-11-02","B","Sans division","Benoit Lauzon","Philippe Boivin","Daniel Lafleur","Jason Carrière","Robin Pilon","Jean Denis","Mélanie Boyer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jasmin Gibeau","","Jasmin Gibeau","Jasmin Gibeau","","","Érik Périard","","Richard Prevost","Hugo Blais","","","","Francis Masse",""
"39025","Tingwick","12, rue de l'Hôtel-de-Ville","Tingwick","12, rue de l'Hôtel-de-Ville","Tingwick","J0A1L0","c.ramsay@tingwick.ca","www.tingwick.ca","8193592454","8193592233","Municipalité","Tingwickois, oise*","Centre-du-Québec (17)","Arthabaska (39)","MRC Arthabaska (390)","1981-12-12","","169.807","1455","2025-11-02","B","Sans division","Réal Fortin","Sylvain Hinse","Denis V. Lachance","Annie Verreault","Suzanne Gagnon","Mario Hinse","Pierre-André Arès","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantale Ramsay","","","","Chantale Ramsay","","Marc Ouellette","","","","","","Valérie Gagné","",""
"17035","Tourville","962, rue des Trembles, Loc. 100","Tourville","962, rue des Trembles, Loc. 100","Tourville","G0R4M0","municipal.tourville@globetrotter.net","www.muntourville.qc.ca","4183592106","4183593671","Municipalité","Tourvillien, ienne","Chaudière-Appalaches (12)","L'Islet (17)","MRC L'Islet (170)","1918-11-14","","165.817","586","2025-11-02","B","Sans division","Benoit Dubé","Luce Morneau","Lucia Joncas","Vicky Labonté","Benoit Gagnon","Stéphanie Dubreuil","Cynthia Bois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Normand Blier","","","","Normand Blier","","Paul Demers","","","Normand Blier","","","Clément Caron","",""
"88075","Trécesson","330, rue Sauvé","Trécesson","330, rue Sauvé","Trécesson","J0Y2S0","direction@trecesson.ca","www.municipalitedetrecesson.com","8197328524","0000000000","Canton","Trécessonnien, ienne*","Abitibi-Témiscamingue (08)","Abitibi (88)","MRC Abitibi (880)","1918-07-15","","203.247","1236","2025-11-02","B","Sans division","Ghislain Nadeau","André Masson","Nadia Caron","Nathalie Dion","Martin Veilleux","Rémi Roy","Stephan Roy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chantal Poliquin","","","","Chantal Poliquin","","","","Noël Jacob","Chantal Poliquin","","","","",""
"71125","Très-Saint-Rédempteur","769, route Principale","Très-Saint-Rédempteur","769, route Principale","Très-Saint-Rédempteur","J0P1P1","dir@tressaintredempteur.ca","www.tressaintredempteur.ca","4504515203","0000000000","Municipalité","Rédempteurois, oise*","Montérégie (16)","Vaudreuil-Soulanges (71)","MRC Vaudreuil-Soulanges (710)","1880-12-30","","26.196","1025","2025-11-02","B","Sans division","Julie Lemieux","Steven Strong-Gallant","Isabelle Paré","Line Asselin","Nicole Hémond","Sébastien Primeau","Willy Mouzon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jessica Mc Kenzie","","","","","","","","","","","","Darwin Suffrard","",""
"69030","Très-Saint-Sacrement","1180, route 203","Très-Saint-Sacrement","1180, route 203","Très-Saint-Sacrement","J0S1G0","mun-trst@videotron.ca","www.tres-st-sacrement.ca","4508250192","4508250193","Paroisse","Sacrementois, oise*","Montérégie (16)","Le Haut-Saint-Laurent (69)","MRC Le Haut-Saint-Laurent (690)","1885-04-02","","98.94","1257","2025-11-02","B","Sans division","Agnes McKell","Danny Anderson","Karine Poirier","Guy Bergevin","Jonathan Craig","James Templeton","Pascal Laramée","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Suzanne Côté","","","","Suzanne Côté","","Ken McRae","Poste Vacant","Serge Robidoux","Suzanne Côté","","","Linda Lajoie","",""
"27060","Tring-Jonction","247, rue Notre-Dame","Tring-Jonction","247, rue Notre-Dame","Tring-Jonction","G0N1X0","info@tringjonction.qc.ca","www.tringjonction.qc.ca","4184262497","0000000000","Village","Trignois, Trignoise","Chaudière-Appalaches (12)","Robert-Cliche (27)","MRC Beauce-Centre (270)","1918-11-21","","27.381","1467","2025-11-02","B","Sans division","Mario Groleau","Marco Roy","Michel Roy","Marc Paré","Joël Giguère","Mario Mathieu","Mireille Lessard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jonathan Paquet","","","","Jonathan Paquet","","Israël Dodier","","Denis Jacques","Jonathan Paquet","","","","Steeve Breton",""
"11040","Trois-Pistoles","5, rue Notre-Dame E.","Trois-Pistoles","5, rue Notre-Dame E.","Trois-Pistoles","G0L4K0","administration@ville-trois-pistoles.ca","www.ville-trois-pistoles.ca","4188511995","4188513567","Ville","Pistolois, oise*","Bas-Saint-Laurent (01)","Les Basques (11)","MRC Les Basques (110)","1916-03-09","","9.72","3214","2025-11-02","B","Quartier","PHILIPPE Guilbert","JOHANNE Beaulieu","YANNICK Ouellet","ERIC Belzile","STEVE Cote","MAURICE Vaney","CLAUDIA Lagacé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pascale Rioux","","Steve Rioux","Catherine Fiset","","","Sylvain Lamarre","","André Soulard","Poste Vacant","","Sara Amélie Bellavance","Valérie Brillant-Blais","Valérie Brillant-Blais",""
"35055","Trois-Rives","258, chemin Saint-Joseph","Trois-Rives","258, chemin Saint-Joseph","Trois-Rives","G0X2C0","trois-rives@regionmekinac.com","www.trois-rives.com","8196465686","8196465688","Municipalité","Trois-Riverain, aine*","Mauricie (04)","Mékinac (35)","MRC Mékinac (350)","1972-09-02","","653.527","397","2025-11-02","B","Sans division","Lise Roy Guillemette","Éric Roberge","Réjean Lahaie","Éric Senécal","Sylvie Brouillette-Ethier","Boucher Michel","Diane Moody","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nicole Léveillé","","","","Nicole Léveillé","","","","","","","","Éric Piché","",""
"37067","Trois-Rivières","1325, place de l'Hôtel-de-Ville","Trois-Rivières","C.P. 368","Trois-Rivières","G9A5H3","directiongenerale@v3r.net","www.v3r.net","8193724641","8193724631","Ville","Trifluvien, ienne*","Mauricie (04)","Francheville (37)","","2002-01-01","","334.203","141352","2025-11-02","B","District","Jean Lamarche","Pierre Montreuil","René Martin","Luc Tremblay","Maryse Bellemare","Pierre-Luc Fortin","Alain Lafontaine","Dany Carpentier","Sabrina Roy","Richard W. Dober","François Bélisle","Jonathan Bradley","Pascale Albernhe-Lahaie","Daniel Cournoyer","Geneviève Auclair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","François Vaillancourt","Maxime Gagnon","Nathalie Cournoyer","Yolaine Tremblay","","Maxime Gagnon","Dany Cloutier","","Alain Lizotte","Dany Cloutier","","Cynthia Simard","Carl Blanchet","",""
"42078","Ulverton","151, route 143","Ulverton","151, route 143","Ulverton","J0B2B0","direction@municipaliteulverton.com","www.municipaliteulverton.com","8198265049","8198265181","Municipalité","Ulvertonien, ienne*","Estrie (05)","Le Val-Saint-François (42)","MRC Le Val-Saint-François (420)","1855-07-01","","52.375","439","2025-11-02","B","Sans division","France Bouthillette","Jacques Poliquin","Marie Gervais","Sylvain Clair","Karl Lindsay","Claude Lefebvre","Lynda Tétreault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Vicki Turgeon","","","","Vicki Turgeon","","","Claude Lefebvre","","Vicki Turgeon","","Vicki Turgeon","","",""
"99080","Umiujaq","C.P. 108","Umiujaq","C.P. 108","Umiujaq","J0M1Y0","secretary.treasurer@umiujaq.ca","www.nvumiujaq.ca","8193317000","8193317057","Village nordique","Umiujarmiuq, miuq","Nord-du-Québec (10)","Nord-du-Québec (99)","MRC Administration régionale Kativik (992)","1986-12-20","","25.861","510","2024-11-06","B","","Louisa Tookalook","Jobie Crow","Lucy Kumarluk","Alec Niviaxie","Jack Niviaxie","Kina Tookalook","Charlie Tooktoo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sam Nuktie","","","","","","","","","",""
"48038","Upton","810, rue Lanoie","Upton","810, rue Lanoie","Upton","J0H2E0","info@upton.ca","www.upton.ca","4505495611","4505495045","Municipalité","Uptonais, aise*","Montérégie (16)","Acton (48)","MRC Acton (480)","1998-02-25","","55.769","2347","2025-11-02","B","District","Robert Leclerc","Mathieu Beaudry","Barbara Beugger","Éric Jodoin","Claude Larocque","Pierre Dufresne","Kelly Huard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nabil Boughanmi","","","","Nabil Boughanmi","","Benoit Gauthier","","Roger Garneau","","","","Benoît Provost","",""
"33070","Val-Alain","648, rue Principale","Val-Alain","648, rue Principale","Val-Alain","G0S3H0","dg@val-alain.com","www.val-alain.com","4187443222","4187441330","Municipalité","Val-Alainois, oise*","Chaudière-Appalaches (12)","Lotbinière (33)","MRC Lotbinière (330)","1950-01-01","","103.121","998","2025-11-02","B","Sans division","Daniel Turcotte","Pauline Dubois","Camil Samson","André Samson","Marie-Ève Marcotte-Bussières","Isabelle Laroche","Matthieu Giroux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Claudia Daigle","","","","Claudia Daigle","","Claude Bergeron","","","","","","Normand Champagne","",""
